CustomerKey,GeographyKey,CustomerAlternateKey,FirstName,MiddleName,LastName,FullNAME,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance,City
23777,260,AW00023777,Candice,J,Zhang,Candice Zhang,1975-12-05,Single,Female,candice8@adventure-works.com,40000.00,2,2,Partial College,Clerical,1,0,4810 Veronica Ct.,NULL,1 (11) 500 555-0196,2013-05-01,1-2 Miles,Milton Keynes
23778,215,AW00023778,Louis,L,Huang,Louis Huang,1977-04-02,Married,Male,louis44@adventure-works.com,30000.00,0,0,High School,Manual,0,1,"7, rue des Vendangeurs",NULL,1 (11) 500 555-0189,2013-10-23,1-2 Miles,Colombes
23779,253,AW00023779,Deanna,NULL,Dominguez,Deanna Dominguez,1977-04-17,Single,Female,deanna39@adventure-works.com,40000.00,2,2,Partial College,Clerical,1,2,9505 Hargate Court,NULL,1 (11) 500 555-0164,2013-05-27,0-1 Miles,London
23780,189,AW00023780,Mason,NULL,Stewart,Mason Stewart,1975-10-06,Single,Male,mason24@adventure-works.com,40000.00,2,2,Partial College,Clerical,0,2,"6, rue Lafayette",NULL,1 (11) 500 555-0166,2013-03-28,0-1 Miles,Roubaix
23781,361,AW00023781,Jordyn,NULL,Ross,Jordyn Ross,1980-12-29,Single,Female,jordyn3@adventure-works.com,40000.00,3,3,Partial College,Clerical,1,0,4224 Greenview Court,NULL,817-555-0136,2013-10-15,1-2 Miles,San Gabriel
23782,632,AW00023782,Edward,L,Bryant,Edward Bryant,1980-12-18,Single,Male,edward66@adventure-works.com,40000.00,3,3,Partial College,Clerical,1,1,3134 Rose Ann Dr.,NULL,186-555-0198,2013-09-25,0-1 Miles,Port Orchard
23783,51,AW00023783,Zachary,W,Smith,Zachary Smith,1936-10-05,Married,Male,zachary40@adventure-works.com,30000.00,1,0,Bachelors,Skilled Manual,1,1,4399 Mary Drive,NULL,917-555-0152,2013-03-03,2-5 Miles,Langford
23784,536,AW00023784,Preston,NULL,Arun,Preston Arun,1977-10-20,Single,Male,preston5@adventure-works.com,60000.00,0,0,Graduate Degree,Skilled Manual,0,0,2119 Little Dr,NULL,386-555-0178,2013-02-06,0-1 Miles,Beaverton
23785,634,AW00023785,Taylor,M,Harris,Taylor Harris,1972-02-12,Single,Female,taylor61@adventure-works.com,60000.00,0,0,Graduate Degree,Skilled Manual,0,0,6126 North Sixth Street,NULL,508-555-0146,2013-02-03,0-1 Miles,Redmond
23786,609,AW00023786,Carrie,L,Serrano,Carrie Serrano,1959-09-12,Married,Female,carrie15@adventure-works.com,20000.00,3,0,Partial High School,Manual,1,2,6316 Damascus Loop,NULL,416-555-0138,2013-07-10,1-2 Miles,Bellingham
23787,299,AW00023787,Adrian,P,Ward,Adrian Ward,1960-02-01,Single,Male,adrian5@adventure-works.com,30000.00,1,0,High School,Clerical,0,1,3243 Juniper Dr.,NULL,731-555-0128,2013-03-25,5-10 Miles,Berkeley
23788,301,AW00023788,Michael,NULL,Smith,Michael Smith,1960-02-22,Married,Male,michael33@adventure-works.com,30000.00,1,0,High School,Clerical,1,1,3928 San Francisco,NULL,821-555-0113,2013-08-22,2-5 Miles,Burbank
23789,311,AW00023789,Ryan,A,Walker,Ryan Walker,1959-09-05,Married,Male,ryan59@adventure-works.com,30000.00,1,0,High School,Clerical,1,1,4255 Alpine Rd.,NULL,586-555-0134,2013-09-24,2-5 Miles,Concord
23790,543,AW00023790,Isabella,NULL,Williams,Isabella Williams,1960-11-19,Married,Female,isabella59@adventure-works.com,20000.00,3,0,Partial High School,Clerical,1,2,2291 Kreuger Drive,NULL,543-555-0167,2013-07-07,1-2 Miles,Lebanon
23791,644,AW00023791,Aaron,NULL,Griffin,Aaron Griffin,1961-04-12,Single,Male,aaron20@adventure-works.com,20000.00,3,0,Partial High School,Clerical,0,2,828 Pinewood Court,NULL,306-555-0143,2013-06-30,1-2 Miles,Walla Walla
23792,612,AW00023792,Jessie,L,Wu,Jessie Wu,1960-09-10,Single,Male,jessie12@adventure-works.com,20000.00,3,0,Partial High School,Clerical,0,2,3422 Meadowvale Court,NULL,170-555-0112,2013-07-16,1-2 Miles,Burien
23793,612,AW00023793,Ryan,NULL,Kumar,Ryan Kumar,1960-10-08,Single,Male,ryan32@adventure-works.com,30000.00,1,0,High School,Clerical,0,1,7726 N Jackson Way,NULL,394-555-0182,2013-04-16,10+ Miles,Burien
23794,314,AW00023794,Abigail,B,Powell,Abigail Powell,1960-09-13,Married,Female,abigail33@adventure-works.com,30000.00,1,0,High School,Clerical,1,1,9537 Ridgewood Drive,NULL,131-555-0151,2013-10-02,2-5 Miles,Daly City
23795,312,AW00023795,Lauren,L,Moore,Lauren Moore,1961-04-15,Single,Female,lauren26@adventure-works.com,30000.00,1,0,High School,Clerical,0,1,7972 Rolling Green Circle,NULL,574-555-0176,2013-03-19,10+ Miles,Coronado
23796,355,AW00023796,Miguel,D,Young,Miguel Young,1971-10-03,Single,Male,miguel25@adventure-works.com,30000.00,1,0,High School,Clerical,0,1,3457 Bel Air Drive,NULL,123-555-0179,2013-07-05,10+ Miles,Redwood City
23797,337,AW00023797,Nathan,NULL,Perez,Nathan Perez,1961-08-30,Single,Male,nathan40@adventure-works.com,20000.00,3,0,Partial High School,Clerical,0,2,3576 Frigate Ct.,NULL,512-555-0167,2013-04-12,0-1 Miles,Long Beach
23798,54,AW00023798,Julia,NULL,Kelly,Julia Kelly,1962-03-12,Married,Female,julia64@adventure-works.com,30000.00,2,0,High School,Skilled Manual,1,2,7770 Brodia Court,NULL,753-555-0112,2013-03-18,1-2 Miles,N. Vancouver
23799,298,AW00023799,Carolyn,S,Chandra,Carolyn Chandra,1962-08-14,Married,Female,carolyn3@adventure-works.com,20000.00,2,1,Partial High School,Clerical,0,2,6427 Powell Drive,NULL,589-555-0167,2013-12-12,0-1 Miles,Bellflower
23800,331,AW00023800,Kaylee,NULL,Cox,Kaylee Cox,1963-04-08,Married,Female,kaylee8@adventure-works.com,20000.00,2,1,Partial High School,Clerical,1,2,6110 J Ave,NULL,420-555-0197,2013-10-06,1-2 Miles,La Jolla
23801,548,AW00023801,Taylor,NULL,Wood,Taylor Wood,1962-09-05,Married,Female,taylor27@adventure-works.com,20000.00,2,1,Partial High School,Clerical,1,2,1825 Corte Del Prado,NULL,787-555-0124,2013-02-15,0-1 Miles,Salem
23802,548,AW00023802,Emily,S,Diaz,Emily Diaz,1968-11-19,Married,Female,emily47@adventure-works.com,20000.00,2,1,Partial High School,Clerical,1,2,7305 Terry Lynn Lane,NULL,340-555-0113,2013-12-03,1-2 Miles,Salem
23803,62,AW00023803,Bernard,NULL,Thames,Bernard Thames,1962-11-14,Married,Male,bernard1@adventure-works.com,20000.00,2,1,Partial High School,Clerical,0,2,6115 Sierra Drive,NULL,144-555-0180,2013-06-05,0-1 Miles,Royal Oak
23804,611,AW00023804,Kristen,A,Ma,Kristen Ma,1969-07-03,Married,Female,kristen14@adventure-works.com,30000.00,2,0,High School,Skilled Manual,1,2,8537 Partridge Dr.,NULL,942-555-0170,2013-03-24,1-2 Miles,Bremerton
23805,542,AW00023805,Luke,NULL,Hayes,Luke Hayes,1963-12-22,Married,Male,luke12@adventure-works.com,30000.00,2,0,High School,Skilled Manual,1,2,3947 Vista Valley Rd,NULL,879-555-0197,2013-09-25,1-2 Miles,Lake Oswego
23806,52,AW00023806,Olivia,NULL,Foster,Olivia Foster,1964-02-16,Married,Female,olivia61@adventure-works.com,30000.00,2,0,High School,Skilled Manual,1,2,246 Weatherly Way,NULL,308-555-0132,2011-10-27,1-2 Miles,Langley
23807,314,AW00023807,Carson,NULL,Hughes,Carson Hughes,1963-08-10,Married,Male,carson10@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,9108 Mcelroy,NULL,450-555-0163,2013-10-26,1-2 Miles,Daly City
23808,336,AW00023808,Spencer,NULL,Perry,Spencer Perry,1980-04-30,Married,Male,spencer9@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,6836 Somerset Pl.,NULL,671-555-0133,2013-06-20,0-1 Miles,Lincoln Acres
23809,343,AW00023809,Danielle,NULL,Sanchez,Danielle Sanchez,1963-10-21,Married,Female,danielle27@adventure-works.com,40000.00,1,0,Partial College,Clerical,1,1,3223 White Dr.,NULL,978-555-0121,2013-09-12,0-1 Miles,National City
23810,331,AW00023810,Sarah,M,Lee,Sarah Lee,1964-03-08,Married,Female,sarah24@adventure-works.com,40000.00,1,0,Partial College,Clerical,0,1,6490 Haviland Place,NULL,623-555-0113,2013-05-22,0-1 Miles,La Jolla
23811,361,AW00023811,Ethan,L,Powell,Ethan Powell,1969-12-31,Single,Male,ethan5@adventure-works.com,40000.00,2,0,Partial College,Clerical,1,1,9482 Rosebrook Ct.,NULL,681-555-0186,2013-10-25,1-2 Miles,San Gabriel
23812,359,AW00023812,Cameron,W,Butler,Cameron Butler,1970-09-15,Single,Male,cameron9@adventure-works.com,40000.00,2,0,Partial College,Clerical,0,1,5756 Mehaffey Way,NULL,829-555-0110,2013-10-02,0-1 Miles,San Diego
23813,355,AW00023813,Hannah,E,Bennett,Hannah Bennett,1965-01-03,Single,Female,hannah24@adventure-works.com,40000.00,2,0,Partial College,Clerical,1,1,3500 Woodcrest Dr.,NULL,352-555-0138,2013-10-16,1-2 Miles,Redwood City
23814,374,AW00023814,Angela,NULL,Foster,Angela Foster,1965-01-20,Married,Female,angela19@adventure-works.com,40000.00,2,0,Partial College,Clerical,0,1,3396 Castle Rock Road,NULL,296-555-0164,2013-09-10,0-1 Miles,Torrance
23815,358,AW00023815,Julia,M,Ward,Julia Ward,1965-05-25,Single,Female,julia57@adventure-works.com,40000.00,2,0,Partial College,Clerical,0,1,6316 Parkway Drive,NULL,508-555-0120,2013-10-04,1-2 Miles,San Carlos
23816,312,AW00023816,Natalie,NULL,Johnson,Natalie Johnson,1964-12-22,Single,Female,natalie69@adventure-works.com,40000.00,2,0,Partial College,Clerical,0,1,9905 Scenic Drive,NULL,183-555-0196,2013-10-01,1-2 Miles,Coronado
23817,543,AW00023817,Kaitlyn,M,Murphy,Kaitlyn Murphy,1965-02-12,Married,Female,kaitlyn53@adventure-works.com,40000.00,2,0,Partial College,Clerical,0,1,8213 Dianda Dr,NULL,248-555-0168,2013-06-22,0-1 Miles,Lebanon
23818,307,AW00023818,Cassidy,C,Gonzales,Cassidy Gonzales,1983-11-13,Married,Female,cassidy18@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,4312 Wintergreen Court,NULL,929-555-0162,2013-10-06,1-2 Miles,Chula Vista
23819,68,AW00023819,Vanessa,NULL,Washington,Vanessa Washington,1984-04-10,Married,Female,vanessa14@adventure-works.com,40000.00,0,0,Graduate Degree,Skilled Manual,1,0,5210 Lillian Dr,NULL,101-555-0122,2011-10-14,1-2 Miles,Vancouver
23820,536,AW00023820,Isabelle,NULL,Diaz,Isabelle Diaz,1979-01-31,Married,Female,isabelle20@adventure-works.com,40000.00,0,0,Graduate Degree,Skilled Manual,1,0,6179 Norris Court,# 9,597-555-0171,2013-12-15,1-2 Miles,Beaverton
23821,614,AW00023821,Jordan,NULL,Lal,Jordan Lal,1978-11-20,Single,Male,jordan25@adventure-works.com,40000.00,0,0,Graduate Degree,Skilled Manual,1,0,2572 Hill Dr,# 2,611-555-0154,2013-11-17,1-2 Miles,Edmonds
23822,547,AW00023822,Sierra,M,Campbell,Sierra Campbell,1979-03-02,Married,Female,sierra6@adventure-works.com,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,4877 Banana Court,NULL,177-555-0172,2013-05-05,0-1 Miles,Portland
23823,298,AW00023823,Samuel,K,Davis,Samuel Davis,1984-05-14,Married,Male,samuel63@adventure-works.com,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,307 Almondtree Circle,NULL,653-555-0118,2013-05-18,0-1 Miles,Bellflower
23824,315,AW00023824,Edward,NULL,Carter,Edward Carter,1984-10-09,Married,Male,edward12@adventure-works.com,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,771 Northridge Drive,# 495,143-555-0165,2013-02-06,1-2 Miles,Downey
23825,325,AW00023825,Katherine,R,Coleman,Katherine Coleman,1978-08-19,Married,Female,katherine31@adventure-works.com,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,8120 E Lane,NULL,204-555-0163,2013-10-17,0-1 Miles,Glendale
23826,337,AW00023826,Dalton,M,Ross,Dalton Ross,1984-09-17,Single,Male,dalton49@adventure-works.com,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,5002 Starflower Dr.,NULL,149-555-0166,2013-04-11,1-2 Miles,Long Beach
23827,69,AW00023827,Wyatt,NULL,Hall,Wyatt Hall,1983-09-21,Single,Male,wyatt25@adventure-works.com,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,8252 Northridge Drive,NULL,101-555-0134,2013-12-04,1-2 Miles,Victoria
23828,311,AW00023828,Carolyn,S,Carlson,Carolyn Carlson,1977-04-18,Married,Female,carolyn39@adventure-works.com,70000.00,1,1,Graduate Degree,Skilled Manual,1,0,3783 Terra Calitina,NULL,944-555-0119,2013-11-12,0-1 Miles,Concord
23829,51,AW00023829,Anthony,G,Rodriguez,Anthony Rodriguez,1978-05-23,Married,Male,anthony6@adventure-works.com,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,8539 Glazier Dr.,NULL,439-555-0185,2011-10-06,1-2 Miles,Langford
23830,53,AW00023830,Cameron,NULL,White,Cameron White,1978-03-05,Married,Male,cameron31@adventure-works.com,50000.00,1,1,Graduate Degree,Skilled Manual,1,0,6096 Pheasant Circle,NULL,297-555-0143,2011-10-13,1-2 Miles,Metchosin
23831,536,AW00023831,Colleen,NULL,Jai,Colleen Jai,1977-08-07,Married,Female,colleen35@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,9424 Oakgrove,NULL,639-555-0119,2013-02-01,0-1 Miles,Beaverton
23832,609,AW00023832,Alexandra,B,Ramirez,Alexandra Ramirez,1978-03-19,Married,Female,alexandra18@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,1876 La Costa Ct.,NULL,862-555-0162,2013-11-02,2-5 Miles,Bellingham
23833,618,AW00023833,Kevin,J,Gonzales,Kevin Gonzales,1983-02-07,Married,Male,kevin19@adventure-works.com,50000.00,1,1,Bachelors,Skilled Manual,1,0,4833 Heather Pl,NULL,625-555-0186,2013-11-27,0-1 Miles,Issaquah
23834,635,AW00023834,Ethan,H,Long,Ethan Long,1977-12-04,Single,Male,ethan6@adventure-works.com,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,6104 North Civic Drive,NULL,910-555-0185,2013-11-09,2-5 Miles,Renton
23835,326,AW00023835,Marcus,NULL,Jackson,Marcus Jackson,1983-08-08,Married,Male,marcus12@adventure-works.com,70000.00,1,0,Graduate Degree,Professional,0,0,8040 Hill Ct,NULL,397-555-0155,2013-11-06,0-1 Miles,Grossmont
23836,336,AW00023836,Chloe,NULL,Carter,Chloe Carter,1977-08-03,Single,Female,chloe7@adventure-works.com,70000.00,1,0,Graduate Degree,Professional,1,0,7294 Kathleen Drive,NULL,514-555-0188,2013-11-20,2-5 Miles,Lincoln Acres
23837,311,AW00023837,Jonathan,E,Li,Jonathan Li,1981-10-11,Married,Male,jonathan25@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,0,240 Rapallo Lane,NULL,873-555-0185,2013-11-17,0-1 Miles,Concord
23838,312,AW00023838,Ariana,M,Ready,Ariana Ready,1976-02-19,Married,Female,ariana18@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,0,2411 Hazelnut Lane,NULL,126-555-0118,2013-11-20,2-5 Miles,Coronado
23839,310,AW00023839,Savannah,L,Howard,Savannah Howard,1981-06-22,Married,Female,savannah10@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,1,7761 Azoras Cir,NULL,978-555-0168,2013-04-15,0-1 Miles,Colma
23840,307,AW00023840,Mason,NULL,Ward,Mason Ward,1981-12-02,Married,Male,mason12@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,1,5430 Park Glen Ct.,NULL,240-555-0147,2013-11-22,2-5 Miles,Chula Vista
23841,385,AW00023841,Sydney,NULL,Phillips,Sydney Phillips,1981-03-09,Married,Female,sydney48@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,1,4919 Ham Court,NULL,108-555-0165,2013-11-22,2-5 Miles,Woodland Hills
23842,51,AW00023842,Connor,NULL,Bryant,Connor Bryant,1976-03-25,Married,Male,connor12@adventure-works.com,40000.00,1,1,Bachelors,Skilled Manual,1,1,2495 Rachele Road,NULL,182-555-0167,2011-10-11,0-1 Miles,Langford
23843,338,AW00023843,Marcus,D,Patterson,Marcus Patterson,1976-03-19,Married,Male,marcus60@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,0,0,6660 Acardia Pl.,NULL,394-555-0114,2013-11-18,0-1 Miles,Los Angeles
23844,632,AW00023844,Alexandra,M,Gonzales,Alexandra Gonzales,1974-10-29,Single,Female,alexandra38@adventure-works.com,60000.00,2,2,Bachelors,Skilled Manual,1,0,1160 Bella Avenue,NULL,378-555-0171,2013-11-24,2-5 Miles,Port Orchard
23845,355,AW00023845,Madeline,NULL,Turner,Madeline Turner,1975-02-11,Single,Female,madeline4@adventure-works.com,60000.00,2,2,Bachelors,Skilled Manual,0,0,6732 Arcadia Pl.,#e,632-555-0134,2013-11-16,0-1 Miles,Redwood City
23846,68,AW00023846,Aidan,L,Diaz,Aidan Diaz,1974-12-18,Married,Male,aidan23@adventure-works.com,60000.00,2,2,Bachelors,Skilled Manual,1,0,7178 B Avenue I,NULL,342-555-0173,2011-10-26,2-5 Miles,Vancouver
23847,536,AW00023847,Chad,J,Sharma,Chad Sharma,1974-08-29,Single,Male,chad11@adventure-works.com,60000.00,2,2,Bachelors,Skilled Manual,0,0,7086 C Wharton Way,NULL,782-555-0118,2013-11-02,0-1 Miles,Beaverton
23848,300,AW00023848,Pamela,NULL,Sai,Pamela Sai,1974-12-03,Married,Female,pamela9@adventure-works.com,60000.00,2,2,Bachelors,Skilled Manual,1,0,1372 Quartermaster,NULL,437-555-0199,2013-11-01,2-5 Miles,Beverly Hills
23849,627,AW00023849,Alexis,NULL,Simmons,Alexis Simmons,1976-07-03,Single,Female,alexis38@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,0,0,3803 Frayne Lane,NULL,399-555-0195,2013-11-09,0-1 Miles,Marysville
23850,627,AW00023850,Anna,J,Hall,Anna Hall,1977-05-19,Married,Female,anna61@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,7932 Cataline Avenue,NULL,329-555-0123,2013-11-12,2-5 Miles,Marysville
23851,552,AW00023851,Mariah,K,Rogers,Mariah Rogers,1976-10-12,Single,Female,mariah42@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,0,0,2579 The Trees Dr.,NULL,491-555-0125,2013-11-02,0-1 Miles,W. Linn
23852,299,AW00023852,Desiree,M,Torres,Desiree Torres,1976-10-17,Single,Female,desiree8@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,0,0,4321 West I St,NULL,445-555-0133,2013-11-13,0-1 Miles,Berkeley
23853,638,AW00023853,Isaac,S,Perez,Isaac Perez,1975-06-21,Married,Male,isaac26@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,3479 Broadmoor Dr.,NULL,983-555-0153,2013-11-17,2-5 Miles,Sedro Woolley
23854,343,AW00023854,Megan,S,Torres,Megan Torres,1974-12-12,Married,Female,megan41@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,9693 Mellowood Street,NULL,193-555-0162,2013-11-10,2-5 Miles,National City
23855,316,AW00023855,Carlos,NULL,Watson,Carlos Watson,1974-08-08,Married,Male,carlos2@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,1532 Marlene Dr.,NULL,488-555-0122,2013-11-20,2-5 Miles,El Cajon
23856,638,AW00023856,Sarah,NULL,Taylor,Sarah Taylor,1975-03-04,Single,Female,sarah11@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,0,0,8026 Sudan Loop,NULL,653-555-0178,2013-11-01,0-1 Miles,Sedro Woolley
23857,543,AW00023857,Alexandra,L,Anderson,Alexandra Anderson,1975-06-24,Single,Female,alexandra73@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,9218 Gold Crest Ct.,NULL,133-555-0133,2013-11-14,2-5 Miles,Lebanon
23858,59,AW00023858,Jonathan,NULL,Powell,Jonathan Powell,1974-03-04,Married,Male,jonathan8@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,1,0,2728 Clown Court,NULL,366-555-0165,2011-10-01,2-5 Miles,Oak Bay
23859,69,AW00023859,Megan,A,Anderson,Megan Anderson,1979-11-16,Married,Female,megan13@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,1,0,2475 Maureen Ln.,NULL,180-555-0173,2011-10-20,2-5 Miles,Victoria
23860,632,AW00023860,Eric,S,Long,Eric Long,1973-09-04,Married,Male,eric18@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,1,0,5109 Fawn Glen Circle,NULL,815-555-0195,2013-11-05,2-5 Miles,Port Orchard
23861,536,AW00023861,Keith,C,Anand,Keith Anand,1973-12-14,Married,Male,keith26@adventure-works.com,70000.00,2,2,Bachelors,Skilled Manual,1,1,3581 Rising Dawn Way,NULL,173-555-0173,2013-02-16,2-5 Miles,Beaverton
23862,311,AW00023862,Rebekah,B,Kapoor,Rebekah Kapoor,1978-12-12,Married,Female,rebekah1@adventure-works.com,40000.00,5,5,High School,Skilled Manual,1,3,6306 El Dorado Way,NULL,228-555-0123,2013-03-31,10+ Miles,Concord
23863,322,AW00023863,Christian,NULL,Williams,Christian Williams,1972-10-05,Single,Male,christian32@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,376 Amador Valley Blvd.,NULL,559-555-0188,2013-06-10,0-1 Miles,Fremont
23864,352,AW00023864,Chloe,J,Jackson,Chloe Jackson,1978-06-12,Single,Female,chloe44@adventure-works.com,40000.00,0,0,Bachelors,Professional,0,1,4399 Chickpea Ct.,NULL,664-555-0143,2013-07-29,0-1 Miles,Palo Alto
23865,43,AW00023865,Lori,L,Sanz,Lori Sanz,1975-10-18,Single,Female,lori20@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,7120 Panoramic Drive,NULL,371-555-0174,2011-11-01,2-5 Miles,Burnaby
23866,49,AW00023866,Xavier,NULL,Flores,Xavier Flores,1975-11-03,Married,Male,xavier52@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,60 Reliz Valley Road,NULL,802-555-0166,2011-11-13,2-5 Miles,Cliffside
23867,66,AW00023867,Sarah,M,Henderson,Sarah Henderson,1976-03-22,Single,Female,sarah30@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,1,0,5710 Encino Drive,NULL,715-555-0180,2011-11-14,2-5 Miles,Sooke
23868,69,AW00023868,Abigail,C,Coleman,Abigail Coleman,1976-01-05,Single,Female,abigail74@adventure-works.com,60000.00,1,0,Graduate Degree,Professional,0,0,9996 Asilomaar Dr.,NULL,464-555-0173,2011-11-15,0-1 Miles,Victoria
23869,607,AW00023869,Wayne,C,Nara,Wayne Nara,1975-09-12,Married,Male,wayne19@adventure-works.com,60000.00,2,0,Graduate Degree,Professional,1,0,1798 Westbury Dr.,NULL,958-555-0183,2013-03-10,2-5 Miles,Ballard
23870,548,AW00023870,Elijah,M,Henderson,Elijah Henderson,1975-12-13,Married,Male,elijah8@adventure-works.com,70000.00,3,0,Graduate Degree,Professional,0,0,8682 Etcheverry Dr,NULL,684-555-0119,2013-12-21,0-1 Miles,Salem
23871,552,AW00023871,Bailey,G,Richardson,Bailey Richardson,1975-11-29,Single,Female,bailey7@adventure-works.com,70000.00,3,0,Graduate Degree,Professional,0,0,6561 Dalis Drive,NULL,458-555-0131,2013-12-10,0-1 Miles,W. Linn
23872,553,AW00023872,Matthew,NULL,Garcia,Matthew Garcia,1975-09-19,Married,Male,matthew21@adventure-works.com,70000.00,4,0,Graduate Degree,Professional,1,0,332 Laguna Niguel,NULL,355-555-0196,2013-12-19,2-5 Miles,Woodburn
23873,372,AW00023873,Nicole,A,Miller,Nicole Miller,1976-04-15,Married,Female,nicole6@adventure-works.com,80000.00,2,0,Graduate Degree,Professional,1,0,6088 Mt. Hood Circle,NULL,646-555-0129,2013-12-07,0-1 Miles,Spring Valley
23874,536,AW00023874,Abigail,J,Cook,Abigail Cook,1978-04-10,Single,Female,abigail7@adventure-works.com,50000.00,2,2,Bachelors,Skilled Manual,1,1,6703 Corte Poquito,NULL,378-555-0119,2013-10-30,2-5 Miles,Beaverton
23875,642,AW00023875,Sean,NULL,Green,Sean Green,1971-11-17,Married,Male,sean48@adventure-works.com,60000.00,3,3,Bachelors,Skilled Manual,1,0,9029 Mt. Trinity Court,NULL,480-555-0114,2013-11-24,2-5 Miles,Tacoma
23876,361,AW00023876,David,M,Henderson,David Henderson,1971-12-12,Married,Male,david37@adventure-works.com,80000.00,3,3,Bachelors,Skilled Manual,1,0,3355 Alier Drive,NULL,138-555-0151,2013-10-03,2-5 Miles,San Gabriel
23877,359,AW00023877,Katherine,T,Morris,Katherine Morris,1971-11-18,Married,Female,katherine4@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,0,0,5679 Attic Lane,Unit A,515-555-0120,2013-11-29,0-1 Miles,San Diego
23878,360,AW00023878,Chloe,L,Wood,Chloe Wood,1977-08-03,Single,Female,chloe68@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,5097 Waterfall Way,NULL,291-555-0118,2013-12-07,2-5 Miles,San Francisco
23879,60,AW00023879,Amber,L,Gonzalez,Amber Gonzalez,1971-08-22,Married,Female,amber8@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,0,0,9286 Military East,NULL,728-555-0176,2013-03-29,0-1 Miles,Port Hammond
23880,337,AW00023880,Noah,L,Patterson,Noah Patterson,1971-07-25,Single,Male,noah7@adventure-works.com,60000.00,0,0,Graduate Degree,Professional,1,0,1077 Laurel Drive,NULL,982-555-0111,2013-12-04,2-5 Miles,Long Beach
23881,338,AW00023881,Joshua,M,Martinez,Joshua Martinez,1974-12-15,Married,Male,joshua19@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,1,0,931 Corte De Luna,NULL,610-555-0128,2013-12-01,0-1 Miles,Los Angeles
23882,343,AW00023882,Alexia,F,Butler,Alexia Butler,1974-10-07,Single,Female,alexia12@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,1,0,5711 Shady Lane,NULL,680-555-0114,2013-12-11,0-1 Miles,National City
23883,348,AW00023883,Jackson,L,Russell,Jackson Russell,1980-11-18,Married,Male,jackson22@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,0,0,6969 Eaker Way,NULL,525-555-0193,2013-12-24,0-1 Miles,Oakland
23884,368,AW00023884,Ethan,NULL,Ross,Ethan Ross,1974-09-20,Married,Male,ethan0@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,1,0,9095 Ironwood Drive,NULL,435-555-0118,2013-12-28,0-1 Miles,Santa Cruz
23885,372,AW00023885,Angela,A,Morris,Angela Morris,1974-12-04,Married,Female,angela44@adventure-works.com,80000.00,3,0,Graduate Degree,Professional,1,0,2234 String Dr.,NULL,499-555-0113,2013-12-22,0-1 Miles,Spring Valley
